Transaction_ID,Transaction_Date,SKU_ID,Product_Category,Customer_Name,Customer_Segment,List_Price,Invoice_Price,Unit_Cost,Quantity,On_Invoice_Disc,Off_Invoice_Rebate,Freight_Cost
TXN-1400,2026-01-15,HOSE-09,Accessories,"Higgins, Fox and Hammond",Distributor,43.13,32.41,15.77,75,10.72,0.0,26.68
TXN-1401,2026-01-31,MOTOR-X,Electronics,Martinez LLC,Mid-Market,1457.66,1391.13,738.59,61,66.53,15.43,29.3
TXN-1402,2026-01-24,SEAL-05,Accessories,Owens-Holmes,Distributor,11.74,9.72,4.64,44,2.02,0.34,18.65
TXN-1403,2026-01-05,HOSE-09,Accessories,"Bowman, White and Burch",Strategic,43.61,34.56,14.54,81,9.05,0.03,26.74
TXN-1404,2026-01-17,MOTOR-X,Electronics,Guerra PLC,Retail,1522.71,1419.68,837.16,35,103.03,49.8,19.18
TXN-1405,2026-01-06,SEAL-05,Accessories,Martin Ltd,Retail,12.22,11.49,4.55,55,0.73,0.42,15.62
TXN-1406,2026-01-09,HOSE-09,Accessories,"Jacobson, Singleton and King",Strategic,46.09,42.24,14.89,29,3.85,2.03,12.35
TXN-1407,2026-01-24,PUMP-01,Industrial,"Hill, Weber and Mendez",Retail,482.18,481.07,232.04,54,1.11,14.28,6.48
TXN-1408,2026-01-04,MOTOR-X,Electronics,"Jackson, David and Moore",Strategic,1460.49,1163.51,840.12,68,296.98,5.75,6.82
TXN-1409,2026-01-25,SEAL-05,Accessories,"Winters, Morgan and Bradshaw",Retail,11.69,11.42,5.26,76,0.27,0.06,11.09
TXN-1410,2026-01-02,HOSE-09,Accessories,Miller Ltd,Retail,45.91,43.64,15.92,38,2.27,0.13,13.6
TXN-1411,2026-01-29,HOSE-09,Accessories,Curtis-Wang,Strategic,44.26,43.74,14.21,44,0.52,1.6,13.47
TXN-1412,2026-01-16,PUMP-01,Industrial,"Johnson, Small and Gardner",Mid-Market,488.14,473.53,270.49,37,14.61,6.09,6.16
TXN-1413,2026-01-24,HOSE-09,Accessories,Webb-Ballard,Strategic,46.74,44.74,15.61,37,2.0,1.95,29.59
TXN-1414,2026-01-26,HOSE-09,Accessories,Chavez-Barker,Mid-Market,43.64,43.47,16.47,72,0.17,0.6,12.39
TXN-1415,2026-01-06,PUMP-01,Industrial,Washington-Harris,Strategic,522.08,438.73,249.49,20,83.35,15.36,15.17
TXN-1416,2026-01-23,HOSE-09,Accessories,Hensley-Flores,Retail,43.06,36.22,16.34,29,6.84,1.33,24.47
TXN-1417,2026-02-06,SEAL-05,Accessories,Hester-Anderson,Distributor,12.02,10.73,4.93,73,1.29,0.2,6.12
TXN-1418,2026-01-14,SEAL-05,Accessories,"Rodriguez, Allen and Martinez",Mid-Market,12.31,11.67,5.39,27,0.64,0.03,7.51
TXN-1419,2026-01-17,PUMP-01,Industrial,Davis LLC,Mid-Market,499.67,440.89,239.43,12,58.78,18.47,9.06
TXN-1420,2026-02-04,HOSE-09,Accessories,"Barnes, Estes and Barrera",Strategic,44.52,34.85,13.53,70,9.67,0.87,19.04
TXN-1421,2026-01-31,HOSE-09,Accessories,"Griffith, Lee and Moore",Strategic,45.67,36.17,14.87,95,9.5,0.07,12.03
TXN-1422,2026-02-06,SEAL-05,Accessories,Jimenez-Parker,Strategic,12.43,12.41,4.78,66,0.02,0.19,14.0
TXN-1423,2026-01-01,HOSE-09,Accessories,Wagner-Levy,Distributor,42.91,40.06,15.58,50,2.85,1.0,24.7
TXN-1424,2026-01-08,MOTOR-X,Electronics,Williams-Campbell,Mid-Market,1486.0,1293.92,786.29,56,192.08,18.84,26.73
TXN-1425,2026-01-23,HOSE-09,Accessories,"Chambers, Mitchell and Smith",Distributor,47.16,40.29,16.3,25,6.87,1.96,17.18
TXN-1426,2026-01-04,SEAL-05,Accessories,Khan Ltd,Retail,11.65,10.38,4.96,48,1.27,0.47,7.73
TXN-1427,2026-01-14,SEAL-05,Accessories,Diaz-Morales,Strategic,12.34,11.73,5.31,91,0.61,0.54,8.2
TXN-1428,2026-01-22,SEAL-05,Accessories,Cox LLC,Strategic,11.49,10.56,4.88,52,0.93,0.28,6.65
TXN-1429,2026-01-03,HOSE-09,Accessories,"Cole, Pierce and Bryan",Mid-Market,44.95,41.41,13.84,26,3.54,0.66,21.43
TXN-1430,2026-01-24,SEAL-05,Accessories,"Wilson, Hester and Long",Retail,12.3,10.01,4.8,22,2.29,0.31,23.46
TXN-1431,2026-01-30,SEAL-05,Accessories,Grant-Diaz,Distributor,12.07,11.38,5.1,9,0.69,0.22,19.17
TXN-1432,2026-01-06,MOTOR-X,Electronics,"Hicks, Porter and Williams",Mid-Market,1510.37,1228.91,848.37,21,281.46,15.55,16.44
TXN-1433,2026-01-06,SEAL-05,Accessories,Brock-Stone,Strategic,12.46,9.76,4.97,52,2.7,0.37,20.44
TXN-1434,2026-01-06,HOSE-09,Accessories,"Taylor, Velazquez and Flores",Mid-Market,46.43,42.89,16.27,11,3.54,0.68,7.9
TXN-1435,2026-01-15,HOSE-09,Accessories,"Stevenson, Evans and Rogers",Retail,45.39,40.12,14.14,85,5.27,0.18,12.1
TXN-1436,2026-01-31,HOSE-09,Accessories,"Burns, Hart and Wells",Distributor,45.07,36.87,13.9,91,8.2,0.02,5.89
TXN-1437,2026-01-01,HOSE-09,Accessories,Nunez-Whitney,Strategic,45.35,37.46,14.32,48,7.89,0.41,11.3
TXN-1438,2026-01-22,MOTOR-X,Electronics,"Wiggins, Soto and Carlson",Strategic,1517.31,1450.9,864.24,69,66.41,32.35,10.69
TXN-1439,2026-01-10,MOTOR-X,Electronics,"Patton, Parsons and Lane",Mid-Market,1530.64,1423.19,769.69,39,107.45,1.59,26.04
TXN-1440,2026-01-27,MOTOR-X,Electronics,"Castillo, Warren and Griffith",Strategic,1532.62,1252.27,727.31,14,280.35,24.36,28.81
TXN-1441,2026-01-29,HOSE-09,Accessories,Hernandez-Becker,Strategic,42.93,33.26,14.6,55,9.67,0.33,15.52
TXN-1442,2026-01-02,MOTOR-X,Electronics,"Rodriguez, Smith and Edwards",Strategic,1538.8,1192.34,770.56,52,346.46,5.39,19.75
TXN-1443,2026-01-06,MOTOR-X,Electronics,"Harris, Shaw and Carr",Distributor,1477.19,1228.5,724.44,50,248.69,5.23,20.66
TXN-1444,2026-01-18,HOSE-09,Accessories,"Luna, Thornton and Stone",Retail,44.34,40.48,15.18,56,3.86,1.03,11.43
TXN-1445,2026-01-21,SEAL-05,Accessories,"Mendoza, Bennett and Frye",Distributor,12.36,12.36,4.87,35,0.0,0.24,27.93
TXN-1446,2026-01-18,HOSE-09,Accessories,"Peterson, Gomez and Ingram",Mid-Market,47.15,44.81,13.61,6,2.34,0.32,21.44
TXN-1447,2026-01-27,HOSE-09,Accessories,"Lara, Baker and Washington",Mid-Market,45.68,38.96,15.65,56,6.72,0.22,27.14
TXN-1448,2026-02-05,MOTOR-X,Electronics,Grant-Walker,Mid-Market,1515.21,1426.03,815.73,66,89.18,44.51,19.8
TXN-1449,2026-02-05,VALVE-22,Hydraulics,Wise-Bush,Retail,122.4,103.77,55.31,2,18.63,3.32,16.3
TXN-1450,2026-01-26,MOTOR-X,Electronics,Stewart-Bailey,Strategic,1454.62,1178.54,786.44,41,276.08,32.01,20.6
TXN-1451,2026-02-04,PUMP-01,Industrial,"Hill, Martinez and Rhodes",Strategic,508.84,390.29,229.57,56,118.55,5.13,20.04
TXN-1452,2026-01-15,HOSE-09,Accessories,Cardenas-Blevins,Mid-Market,44.89,43.89,14.9,73,1.0,1.85,25.66
TXN-1453,2026-01-30,PUMP-01,Industrial,Williams-Moses,Retail,510.02,447.6,226.56,11,62.42,5.36,23.91
TXN-1454,2026-01-03,HOSE-09,Accessories,Douglas-Burgess,Mid-Market,44.12,35.31,13.77,51,8.81,1.48,17.33
TXN-1455,2026-01-08,MOTOR-X,Electronics,"Nelson, Hoffman and Nelson",Retail,1434.6,1101.41,778.25,89,333.19,35.26,15.32
TXN-1456,2026-01-05,HOSE-09,Accessories,"Matthews, Sanchez and Santiago",Mid-Market,44.92,44.71,16.12,78,0.21,0.08,23.37
TXN-1457,2026-01-20,PUMP-01,Industrial,"Hall, Garcia and Rivera",Retail,498.04,482.17,263.19,7,15.87,20.6,17.24
TXN-1458,2026-01-18,VALVE-22,Hydraulics,"Townsend, Smith and Pierce",Retail,119.3,100.5,56.3,87,18.8,4.79,9.08
TXN-1459,2026-02-04,PUMP-01,Industrial,Delgado-Gilmore,Strategic,493.84,438.69,272.7,43,55.15,8.7,8.93
TXN-1460,2026-01-18,PUMP-01,Industrial,"Gonzalez, Maynard and Morris",Mid-Market,513.85,418.38,236.57,57,95.47,14.91,26.57
TXN-1461,2026-01-24,HOSE-09,Accessories,Pearson and Sons,Retail,43.65,33.06,14.83,33,10.59,0.83,24.05
TXN-1462,2026-01-20,SEAL-05,Accessories,"Jefferson, Johnson and Dorsey",Distributor,12.29,9.27,5.21,69,3.02,0.05,17.5
TXN-1463,2026-01-16,VALVE-22,Hydraulics,Peck Inc,Retail,117.76,101.78,61.65,43,15.98,0.56,5.13
TXN-1464,2026-02-06,MOTOR-X,Electronics,French-Lopez,Distributor,1439.34,1201.69,849.66,29,237.65,46.86,22.28
TXN-1465,2026-01-28,PUMP-01,Industrial,Mcdowell-Smith,Distributor,495.49,490.01,247.06,55,5.48,4.1,12.65
TXN-1466,2026-01-22,SEAL-05,Accessories,Hebert LLC,Mid-Market,11.54,9.39,5.07,23,2.15,0.29,28.86
TXN-1467,2026-01-11,HOSE-09,Accessories,"Daniels, Snyder and Mays",Retail,43.26,42.36,15.04,89,0.9,1.72,16.11
TXN-1468,2026-02-01,VALVE-22,Hydraulics,Nelson-Lamb,Retail,123.83,121.68,64.22,32,2.15,2.37,19.5
TXN-1469,2026-01-13,HOSE-09,Accessories,"Stevens, Scott and Lopez",Retail,46.5,36.47,14.27,83,10.03,1.79,12.69
TXN-1470,2026-01-28,MOTOR-X,Electronics,Bradley-Todd,Strategic,1427.55,1310.71,780.6,37,116.84,31.54,8.21
TXN-1471,2026-01-07,PUMP-01,Industrial,"Prince, Wilcox and Robertson",Strategic,506.38,423.21,236.48,83,83.17,5.93,20.04
TXN-1472,2026-01-04,VALVE-22,Hydraulics,"Davis, Holden and Woods",Strategic,115.9,98.38,57.93,52,17.52,0.83,20.27
TXN-1473,2026-02-04,MOTOR-X,Electronics,Green and Sons,Retail,1542.62,1473.49,801.97,60,69.13,12.92,21.98
TXN-1474,2026-01-17,VALVE-22,Hydraulics,Finley-Turner,Distributor,124.96,110.0,56.92,34,14.96,2.9,24.86
TXN-1475,2026-01-27,MOTOR-X,Electronics,Green LLC,Distributor,1550.09,1495.48,844.56,26,54.61,21.83,26.3
TXN-1476,2026-01-26,PUMP-01,Industrial,Contreras Group,Distributor,481.56,396.63,271.86,52,84.93,1.84,16.6
TXN-1477,2026-01-12,HOSE-09,Accessories,Parks-Leblanc,Mid-Market,46.27,35.29,15.07,74,10.98,0.2,5.99
TXN-1478,2026-02-02,HOSE-09,Accessories,Vaughn-Fowler,Strategic,43.9,38.92,13.62,32,4.98,0.46,28.44
TXN-1479,2026-02-04,VALVE-22,Hydraulics,Mendez-Robinson,Retail,114.2,107.26,60.89,94,6.94,2.43,15.61
TXN-1480,2026-01-05,HOSE-09,Accessories,Gibson PLC,Strategic,46.9,42.0,14.8,7,4.9,1.6,15.96
TXN-1481,2026-01-14,HOSE-09,Accessories,"Dunn, Ruiz and Medina",Retail,44.14,35.7,14.13,71,8.44,0.36,15.33
TXN-1482,2026-01-25,SEAL-05,Accessories,Gill Ltd,Distributor,11.98,10.49,5.2,51,1.49,0.21,21.82
TXN-1483,2026-01-28,HOSE-09,Accessories,Fox PLC,Distributor,44.92,33.79,15.61,88,11.13,0.44,27.76
TXN-1484,2026-01-27,HOSE-09,Accessories,Stark Inc,Distributor,43.17,33.82,16.39,20,9.35,0.78,15.97
TXN-1485,2026-01-03,SEAL-05,Accessories,"Leach, Harris and Herrera",Distributor,12.55,12.46,5.48,86,0.09,0.01,23.95
TXN-1486,2026-01-07,MOTOR-X,Electronics,"Ramos, Frazier and Love",Mid-Market,1473.55,1156.05,781.8,21,317.5,38.31,12.49
TXN-1487,2026-01-19,PUMP-01,Industrial,"Griffin, Brown and Anderson",Strategic,506.89,421.36,242.27,52,85.53,4.22,20.99
TXN-1488,2026-01-16,VALVE-22,Hydraulics,"Brown, Ford and Roman",Distributor,115.88,110.47,54.87,90,5.41,4.86,16.66
TXN-1489,2026-01-27,MOTOR-X,Electronics,Scott-Smith,Mid-Market,1535.15,1484.57,783.09,67,50.58,52.51,24.33
TXN-1490,2026-01-09,PUMP-01,Industrial,Williams LLC,Retail,510.09,481.91,257.11,73,28.18,9.36,21.07
TXN-1491,2026-01-26,HOSE-09,Accessories,"Mcknight, Michael and Jones",Mid-Market,45.42,34.49,13.64,4,10.93,1.25,16.48
TXN-1492,2026-02-04,SEAL-05,Accessories,Mitchell and Sons,Mid-Market,11.88,10.59,4.87,72,1.29,0.18,23.51
TXN-1493,2026-01-29,PUMP-01,Industrial,"Good, Brewer and Fisher",Retail,504.21,431.7,226.61,36,72.51,0.33,27.34
TXN-1494,2026-02-06,SEAL-05,Accessories,West-Stark,Strategic,12.29,9.33,4.73,63,2.96,0.19,26.17
TXN-1495,2026-01-14,HOSE-09,Accessories,Vega Ltd,Retail,44.62,38.83,15.71,77,5.79,1.35,22.47
TXN-1496,2026-02-02,PUMP-01,Industrial,Valdez LLC,Mid-Market,517.73,498.92,255.47,67,18.81,4.73,10.9
TXN-1497,2026-01-05,MOTOR-X,Electronics,"Long, Anderson and Irwin",Distributor,1503.38,1335.97,747.01,99,167.41,11.61,8.84
TXN-1498,2026-01-31,VALVE-22,Hydraulics,Good Group,Distributor,125.86,111.31,65.17,10,14.55,2.06,9.06
TXN-1499,2026-01-25,VALVE-22,Hydraulics,"Coleman, Gray and Hall",Distributor,119.29,99.99,61.05,1,19.3,0.86,10.77
TXN-1500,2026-01-18,PUMP-01,Industrial,Hill Ltd,Retail,522.79,513.54,248.49,41,9.25,16.01,15.64
TXN-1501,2026-01-29,PUMP-01,Industrial,Pacheco Group,Mid-Market,489.31,445.54,265.51,24,43.77,15.32,23.58
TXN-1502,2026-01-23,VALVE-22,Hydraulics,Allen Inc,Strategic,124.23,118.82,62.79,94,5.41,2.92,5.0
TXN-1503,2026-01-04,HOSE-09,Accessories,Griffin Ltd,Mid-Market,45.92,35.06,14.91,25,10.86,1.39,27.2
TXN-1504,2026-01-27,HOSE-09,Accessories,Sanchez Inc,Strategic,45.36,36.13,14.35,85,9.23,1.58,19.14
TXN-1505,2026-01-15,HOSE-09,Accessories,Fernandez Inc,Distributor,46.21,45.84,15.47,38,0.37,1.25,16.14
TXN-1506,2026-01-06,PUMP-01,Industrial,Young-Hendricks,Retail,500.22,481.44,225.72,58,18.78,1.88,7.47
TXN-1507,2026-01-22,SEAL-05,Accessories,"Harper, Chambers and Flores",Retail,11.8,11.41,4.73,55,0.39,0.29,18.38
TXN-1508,2026-01-12,HOSE-09,Accessories,Odom PLC,Mid-Market,45.17,40.65,14.66,82,4.52,1.82,11.16
TXN-1509,2026-01-09,MOTOR-X,Electronics,Hill-Hawkins,Mid-Market,1528.28,1190.33,777.77,85,337.95,24.88,28.07
TXN-1510,2026-01-22,SEAL-05,Accessories,"Buck, Garrett and Simmons",Distributor,11.76,10.18,5.35,53,1.58,0.19,16.34
TXN-1511,2026-01-19,MOTOR-X,Electronics,David-Powers,Mid-Market,1564.27,1305.0,852.92,31,259.27,40.66,7.63
TXN-1512,2026-01-30,MOTOR-X,Electronics,Horton-Russell,Retail,1545.27,1498.79,770.82,42,46.48,2.54,6.17
TXN-1513,2026-01-12,SEAL-05,Accessories,Webster Group,Mid-Market,11.54,10.28,5.38,47,1.26,0.31,8.33
TXN-1514,2026-01-09,SEAL-05,Accessories,Turner Ltd,Strategic,12.41,11.52,5.26,42,0.89,0.44,12.38
TXN-1515,2026-01-06,VALVE-22,Hydraulics,Melendez-Hart,Strategic,120.93,100.49,55.29,36,20.44,4.6,24.99
TXN-1516,2026-02-05,MOTOR-X,Electronics,"Moreno, Price and Scott",Distributor,1432.17,1109.48,863.33,50,322.69,51.8,7.2
TXN-1517,2026-01-13,SEAL-05,Accessories,Nielsen LLC,Retail,11.53,9.95,4.59,33,1.58,0.05,19.54
TXN-1518,2026-01-04,PUMP-01,Industrial,"Calderon, Williams and Bennett",Distributor,513.25,391.44,225.4,14,121.81,11.09,10.0
TXN-1519,2026-01-23,HOSE-09,Accessories,Russo and Sons,Mid-Market,43.29,40.75,16.22,30,2.54,0.23,9.65
TXN-1520,2026-01-30,PUMP-01,Industrial,"Ramsey, Hansen and Mendoza",Strategic,516.91,445.23,227.87,55,71.68,6.1,7.1
TXN-1521,2026-02-02,SEAL-05,Accessories,Turner-Stout,Distributor,11.42,11.09,4.58,66,0.33,0.21,28.95
TXN-1522,2026-01-08,SEAL-05,Accessories,Hayden Inc,Mid-Market,11.59,9.56,5.13,35,2.03,0.02,22.21
TXN-1523,2026-01-28,SEAL-05,Accessories,Rocha-Dominguez,Distributor,12.27,11.36,5.21,88,0.91,0.07,28.23
TXN-1524,2026-01-27,PUMP-01,Industrial,Herman-Arnold,Retail,475.3,380.12,241.91,26,95.18,9.34,17.67
TXN-1525,2026-01-29,PUMP-01,Industrial,Owens-Wong,Distributor,491.74,424.47,266.41,58,67.27,16.38,23.95
TXN-1526,2026-01-12,PUMP-01,Industrial,Hunt-Crawford,Retail,510.64,455.42,244.16,92,55.22,6.56,19.06
TXN-1527,2026-01-04,HOSE-09,Accessories,"Harrison, Franco and Rocha",Retail,45.17,41.27,16.49,6,3.9,0.19,20.37
TXN-1528,2026-01-14,PUMP-01,Industrial,Williams-Shields,Strategic,489.92,443.03,232.74,10,46.89,4.78,18.59
TXN-1529,2026-01-28,VALVE-22,Hydraulics,Green PLC,Mid-Market,118.27,95.12,54.86,10,23.15,3.29,7.22
TXN-1530,2026-01-22,MOTOR-X,Electronics,Phillips-Gonzalez,Retail,1456.79,1333.82,764.65,79,122.97,63.42,27.46
TXN-1531,2026-01-09,PUMP-01,Industrial,"Whitaker, Porter and Pena",Strategic,481.4,446.76,255.35,38,34.64,4.69,22.68
TXN-1532,2026-01-26,HOSE-09,Accessories,Hines-Burns,Distributor,44.62,41.44,14.95,7,3.18,0.15,16.71
TXN-1533,2026-01-27,PUMP-01,Industrial,"Henry, Jackson and Norton",Strategic,484.1,476.14,236.12,18,7.96,22.02,29.75
TXN-1534,2026-01-07,VALVE-22,Hydraulics,"Payne, White and Preston",Retail,118.49,90.39,62.31,1,28.1,2.87,24.35
TXN-1535,2026-02-06,PUMP-01,Industrial,Warren Inc,Mid-Market,517.49,472.55,268.52,73,44.94,2.51,29.98
TXN-1536,2026-02-04,SEAL-05,Accessories,"Williams, Smith and Taylor",Mid-Market,11.83,10.13,4.92,58,1.7,0.44,10.56
TXN-1537,2026-01-24,HOSE-09,Accessories,Mann Inc,Strategic,44.55,39.62,14.02,51,4.93,0.83,28.84
TXN-1538,2026-01-09,SEAL-05,Accessories,Brooks-Williamson,Retail,12.54,11.42,4.94,8,1.12,0.27,18.94
TXN-1539,2026-01-25,HOSE-09,Accessories,"Durham, Hopkins and Smith",Strategic,46.41,36.23,13.85,23,10.18,0.82,28.0
TXN-1540,2026-01-20,VALVE-22,Hydraulics,Smith-Moreno,Retail,117.18,102.93,61.97,32,14.25,1.9,13.52
TXN-1541,2026-01-11,SEAL-05,Accessories,Smith-Li,Strategic,11.52,9.83,4.66,18,1.69,0.04,17.3
TXN-1542,2026-01-25,VALVE-22,Hydraulics,Rodriguez Inc,Strategic,119.25,108.02,57.86,46,11.23,4.89,19.84
TXN-1543,2026-01-20,SEAL-05,Accessories,Lee PLC,Distributor,11.94,10.29,4.99,76,1.65,0.03,27.94
TXN-1544,2026-01-10,HOSE-09,Accessories,Adams-Sanders,Distributor,43.29,42.57,15.37,83,0.72,1.33,12.87
TXN-1545,2026-01-14,HOSE-09,Accessories,Stevens-Sanchez,Retail,46.06,35.62,14.5,64,10.44,1.77,6.35
TXN-1546,2026-01-26,SEAL-05,Accessories,Sutton-Abbott,Mid-Market,12.48,9.58,5.13,68,2.9,0.39,27.77
TXN-1547,2026-01-25,SEAL-05,Accessories,"Malone, Davis and Gray",Mid-Market,11.73,8.91,5.32,39,2.82,0.02,26.77
TXN-1548,2026-01-21,HOSE-09,Accessories,Walsh Ltd,Retail,46.47,46.46,15.44,1,0.01,0.38,11.67
TXN-1549,2026-01-07,MOTOR-X,Electronics,Bruce-Newman,Distributor,1554.99,1406.96,799.59,68,148.03,13.66,9.16
TXN-1550,2026-01-13,VALVE-22,Hydraulics,Jacobson Inc,Strategic,123.1,96.74,65.76,46,26.36,1.7,19.86
TXN-1551,2026-01-09,SEAL-05,Accessories,"Clay, Alvarez and Williams",Mid-Market,11.49,9.64,5.05,4,1.85,0.3,22.59
TXN-1552,2026-01-03,VALVE-22,Hydraulics,Lam-Elliott,Distributor,121.69,118.34,57.86,48,3.35,3.2,15.29
TXN-1553,2026-01-02,SEAL-05,Accessories,Smith-Clark,Strategic,12.4,10.38,5.45,61,2.02,0.11,29.85
TXN-1554,2026-01-06,MOTOR-X,Electronics,"Nicholson, Hickman and Evans",Retail,1457.92,1302.37,723.84,38,155.55,53.92,12.7
TXN-1555,2026-01-21,MOTOR-X,Electronics,"Davenport, Price and Mosley",Retail,1498.3,1335.23,809.32,47,163.07,44.45,7.81
TXN-1556,2026-01-13,PUMP-01,Industrial,"Taylor, Hinton and Ramsey",Mid-Market,515.63,465.23,261.75,37,50.4,17.1,19.1
TXN-1557,2026-01-19,MOTOR-X,Electronics,Brown-Kim,Mid-Market,1489.72,1236.09,802.66,27,253.63,6.95,11.99
TXN-1558,2026-02-01,MOTOR-X,Electronics,Jacobs-Austin,Strategic,1545.82,1347.13,817.87,88,198.69,32.42,28.73
TXN-1559,2026-01-23,HOSE-09,Accessories,Johnson-Nelson,Mid-Market,46.13,37.4,14.56,94,8.73,0.07,16.84
TXN-1560,2026-02-06,VALVE-22,Hydraulics,Perez-Tran,Mid-Market,121.18,120.74,59.57,28,0.44,3.65,16.17
TXN-1561,2026-01-14,SEAL-05,Accessories,Frazier Ltd,Distributor,11.9,11.81,5.41,44,0.09,0.28,29.44
TXN-1562,2026-01-15,MOTOR-X,Electronics,"Phillips, Wright and Jones",Retail,1542.18,1189.72,852.34,64,352.46,24.83,25.48
TXN-1563,2026-01-10,PUMP-01,Industrial,Dawson-Walters,Mid-Market,501.47,422.67,253.08,66,78.8,13.01,29.86
TXN-1564,2026-01-28,HOSE-09,Accessories,Ward-Davis,Retail,44.91,34.97,15.43,43,9.94,0.54,7.02
TXN-1565,2026-02-04,HOSE-09,Accessories,Ward-Nelson,Retail,43.3,43.27,16.39,36,0.03,1.24,28.55
TXN-1566,2026-01-05,HOSE-09,Accessories,Jordan PLC,Retail,43.93,39.49,16.19,45,4.44,0.03,15.47
TXN-1567,2026-01-21,SEAL-05,Accessories,Garcia-Davis,Strategic,12.0,9.8,5.08,46,2.2,0.22,19.85
TXN-1568,2026-01-21,PUMP-01,Industrial,"George, Nguyen and Cruz",Retail,507.72,493.56,265.09,58,14.16,7.13,13.28
TXN-1569,2026-01-11,MOTOR-X,Electronics,Maxwell-Hardy,Retail,1522.9,1280.91,852.54,87,241.99,38.42,25.3
TXN-1570,2026-01-21,PUMP-01,Industrial,Armstrong and Sons,Mid-Market,489.74,463.82,270.94,42,25.92,3.02,19.41
TXN-1571,2026-01-26,MOTOR-X,Electronics,Taylor LLC,Mid-Market,1573.02,1566.12,819.71,11,6.9,64.08,14.49
TXN-1572,2026-01-10,SEAL-05,Accessories,Brown Group,Mid-Market,12.5,11.84,5.49,66,0.66,0.09,26.89
TXN-1573,2026-01-11,SEAL-05,Accessories,Washington-Jones,Mid-Market,12.13,11.32,4.63,3,0.81,0.24,14.84
TXN-1574,2026-01-10,HOSE-09,Accessories,Le Group,Distributor,46.54,45.53,13.93,18,1.01,1.65,14.59
TXN-1575,2026-01-22,PUMP-01,Industrial,Ellis and Sons,Strategic,514.62,414.78,271.88,26,99.84,10.52,9.28
TXN-1576,2026-01-12,VALVE-22,Hydraulics,Cook-Oliver,Distributor,123.6,116.11,57.01,20,7.49,5.45,15.48
TXN-1577,2026-01-30,SEAL-05,Accessories,Alexander-Jordan,Mid-Market,12.14,11.08,5.0,89,1.06,0.13,24.12
TXN-1578,2026-01-31,HOSE-09,Accessories,"Mccann, Taylor and Flores",Retail,45.11,35.3,16.04,90,9.81,0.98,8.89
TXN-1579,2026-02-05,SEAL-05,Accessories,Mendoza and Sons,Mid-Market,12.31,9.52,5.31,66,2.79,0.42,27.24
TXN-1580,2026-02-05,PUMP-01,Industrial,Carter-Neal,Mid-Market,478.79,389.69,245.28,46,89.1,18.25,20.75
TXN-1581,2026-01-19,PUMP-01,Industrial,"Casey, Nguyen and Ramirez",Distributor,518.82,507.23,266.8,29,11.59,4.49,21.79
TXN-1582,2026-01-30,HOSE-09,Accessories,Wilson-Elliott,Retail,45.28,43.19,14.7,23,2.09,0.99,25.05
TXN-1583,2026-01-22,MOTOR-X,Electronics,"White, Saunders and Johnson",Retail,1478.18,1290.8,854.69,29,187.38,40.27,10.35
TXN-1584,2026-01-27,PUMP-01,Industrial,"Clark, Salinas and Guerra",Mid-Market,485.92,429.77,271.03,76,56.15,17.22,5.75
TXN-1585,2026-01-03,PUMP-01,Industrial,Chambers-Taylor,Strategic,501.2,438.98,247.6,53,62.22,8.92,17.91
TXN-1586,2026-01-12,SEAL-05,Accessories,Hopkins-Espinoza,Strategic,12.59,10.01,5.16,44,2.58,0.06,27.1
TXN-1587,2026-01-30,HOSE-09,Accessories,Cole PLC,Strategic,45.63,45.22,14.62,21,0.41,0.13,27.27
TXN-1588,2026-01-18,VALVE-22,Hydraulics,Ferguson-Mclean,Distributor,119.69,91.16,60.05,85,28.53,2.52,9.7
TXN-1589,2026-02-02,PUMP-01,Industrial,Stephens-Gibbs,Retail,499.74,439.08,254.07,19,60.66,0.25,16.06
TXN-1590,2026-01-14,HOSE-09,Accessories,"Wheeler, Rocha and Rodriguez",Strategic,43.54,34.19,14.74,47,9.35,1.15,14.09
TXN-1591,2026-01-10,VALVE-22,Hydraulics,"Kelly, Holland and Williams",Retail,115.83,90.73,58.91,37,25.1,1.11,7.0
TXN-1592,2026-02-06,VALVE-22,Hydraulics,"Lucas, Rasmussen and Rivera",Mid-Market,125.74,104.44,57.87,61,21.3,2.22,29.01
TXN-1593,2026-01-30,HOSE-09,Accessories,Smith LLC,Mid-Market,43.22,42.76,15.7,54,0.46,1.51,10.01
TXN-1594,2026-01-09,VALVE-22,Hydraulics,"Stone, Carpenter and Johnston",Strategic,122.63,93.11,54.84,54,29.52,4.42,20.44
TXN-1595,2026-01-17,MOTOR-X,Electronics,Ford-Frazier,Mid-Market,1545.87,1429.43,843.76,19,116.44,20.06,21.64
TXN-1596,2026-01-26,HOSE-09,Accessories,Cooper Inc,Distributor,46.33,38.1,15.68,84,8.23,1.29,7.37
TXN-1597,2026-01-18,HOSE-09,Accessories,Perry-Nixon,Strategic,47.19,45.82,14.46,52,1.37,2.01,7.94
TXN-1598,2026-01-05,SEAL-05,Accessories,"Thomas, Collins and Gibson",Distributor,11.49,9.64,5.07,31,1.85,0.4,10.17
TXN-1599,2026-01-08,HOSE-09,Accessories,Bailey-Davis,Distributor,45.53,44.99,14.48,66,0.54,1.93,26.76
TXN-1600,2026-01-27,MOTOR-X,Electronics,Flores-Evans,Retail,1474.31,1164.36,781.22,34,309.95,46.9,10.91
